persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H5870524P01,Y24H5870524,1,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,0,No car,Male,Self,Being Rented,Wyndham (C),"$2,000-$2,999 ($104,000-$155,999)",311.710691658,540.7959339,70.0
Y24H5870525P01,Y24H5870525,1,Train,Public,"$800-$999 ($41,600-$51,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Female,Self,Being Purchased,Wyndham (C),"$800-$999 ($41,600-$51,999)",1039.293871912,809.7430746,98.0
Y24H5870531P02,Y24H5870531,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Wyndham (C),"$1,000-$1,249 ($52,000-$64,999)",503.225291518,681.8696609,21.0
Y24H5870537P01,Y24H5870537,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Purchased,Wyndham (C),"$1,000-$1,249 ($52,000-$64,999)",794.522215378,933.7315591,15.0
Y24H5870537P03,Y24H5870537,3,Walking,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Wyndham (C),Nil income,755.36388936,933.7315591,20.0
Y24H5870537P04,Y24H5870537,4,Walking,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Wyndham (C),Nil income,755.36388936,933.7315591,20.0
Y24H5870537P05,Y24H5870537,5,Walking,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Wyndham (C),Nil income,755.36388936,933.7315591,20.0
Y24H5880104P01,Y24H5880104,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Self,Being Purchased,Cardinia (S),"$800-$999 ($41,600-$51,999)",580.402005593,589.6553889,3.0
Y24H5880104P04,Y24H5880104,4,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Cardinia (S),Nil income,934.050827093,589.6553889,2.0
Y24H5880115P01,Y24H5880115,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Female,Self,Fully Owned,Cardinia (S),"$1,250-$1,499 ($65,000-$77,999)",248.395796467,467.9557822,45.0
Y24H5880116P01,Y24H5880116,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Purchased,Cardinia (S),"$2,000-$2,999 ($104,000-$155,999)",658.483296044,614.9576457,30.0
Y24H5880116P03,Y24H5880116,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Purchased,Cardinia (S),Nil income,742.300643552,614.9576457,10.0
Y24H5880116P04,Y24H5880116,4,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Cardinia (S),Nil income,601.104885015,614.9576457,20.0
Y24H5880117P01,Y24H5880117,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Purchased,Cardinia (S),"$3,000-$3,499 ($156,000-$181,999)",1062.243611546,636.1710167,60.0
Y24H5880117P02,Y24H5880117,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Cardinia (S),"$1,500-$1,749 ($78,000-$90,999)",626.18766981,636.1710167,45.0
Y24H5880131P02,Y24H5880131,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Female,Spouse,Being Rented,Cardinia (S),"$500-$649 ($26,000-$33,799)",1554.478432261,1609.28508,33.0
Y24H5880201P01,Y24H5880201,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Female,Self,Being Rented,Yarra Ranges (S),"$800-$999 ($41,600-$51,999)",433.33790299,344.1366131,15.0
Y24H5880202P01,Y24H5880202,1,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Female,Self,Being Purchased,Yarra Ranges (S),"$1,750-$1,999 ($91,000-$103,999)",328.06164213,341.4422795,15.0
Y24H5880204P01,Y24H5880204,1,Bicycle,Active,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Fully Owned,Yarra Ranges (S),"$1,000-$1,249 ($52,000-$64,999)",313.563628473,396.1048976,30.0
Y24H5880204P02,Y24H5880204,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Female,Spouse,Fully Owned,Yarra Ranges (S),"$2,000-$2,999 ($104,000-$155,999)",273.074239308,396.1048976,15.0
Y24H5880209P02,Y24H5880209,2,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Labourers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,1,1 car,Female,Child,Fully Owned,Yarra Ranges (S),"$1-$149 ($1-$7,799)",295.97356804,283.990077,12.0
Y24H5880209P03,Y24H5880209,3,Vehicle Passenger,Private,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Fully Owned,Yarra Ranges (S),Nil income,304.103591662,283.990077,2.0
Y24H5880212P03,Y24H5880212,3,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,3,2+ cars,Male,Child,Fully Owned,Yarra Ranges (S),"$2,000-$2,999 ($104,000-$155,999)",417.574285325,323.296697,60.0
Y24H5880219P02,Y24H5880219,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Spouse,Being Purchased,Yarra Ranges (S),"$1,250-$1,499 ($65,000-$77,999)",294.442648651,316.7070242,12.0
Y24H5880223P01,Y24H5880223,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Self,Being Purchased,Yarra Ranges (S),"$300-$399 ($15,600-$20,799)",780.670079291,524.51121,10.0
Y24H5880224P01,Y24H5880224,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Female,Self,Being Purchased,Yarra Ranges (S),"$1,750-$1,999 ($91,000-$103,999)",334.58696494,485.3315195,74.0
Y24H5880224P03,Y24H5880224,3,Train,Public,"$1,750-$1,999 ($91,000-$103,999)",Medium,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Purchased,Yarra Ranges (S),"$1-$149 ($1-$7,799)",276.925521862,485.3315195,76.0
Y24H5880232P02,Y24H5880232,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Yarra Ranges (S),"$2,000-$2,999 ($104,000-$155,999)",461.611978004,547.5050922,50.0
Y24H5880232P03,Y24H5880232,3,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Yarra Ranges (S),Nil income,670.20838041,547.5050922,29.0
Y24H5880233P01,Y24H5880233,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Self,Fully Owned,Yarra Ranges (S),"$3,000-$3,499 ($156,000-$181,999)",1040.902456288,675.9208602,11.0
Y24H5880237P01,Y24H5880237,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Male,Self,Being Rented,Yarra Ranges (S),"$800-$999 ($41,600-$51,999)",940.523681242,646.403024,30.0
Y24H5880237P04,Y24H5880237,4,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Male,Child,Being Rented,Yarra Ranges (S),Nil income,635.549753071,646.403024,10.0
Y24H5880237P05,Y24H5880237,5,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Male,Child,Being Rented,Yarra Ranges (S),Nil income,635.549753071,646.403024,10.0
Y24H5880237P06,Y24H5880237,6,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Rented,Yarra Ranges (S),Nil income,747.613685377,646.403024,5.0
Y24H5880239P01,Y24H5880239,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Female,Self,Being Purchased,Yarra Ranges (S),"$1,500-$1,749 ($78,000-$90,999)",731.440652628,618.5049488,35.0
Y24H5880239P02,Y24H5880239,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Male,Spouse,Being Purchased,Yarra Ranges (S),"$1,000-$1,249 ($52,000-$64,999)",1262.282447156,618.5049488,45.0
Y24H5880504P03,Y24H5880504,3,Walking,Active,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Hobsons Bay (C),Nil income,409.326587912,598.6511132,5.0
Y24H5880504P04,Y24H5880504,4,Walking,Active,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Hobsons Bay (C),Nil income,409.326587912,598.6511132,5.0
Y24H5880504P01,Y24H5880504,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Rented,Hobsons Bay (C),"$1,250-$1,499 ($65,000-$77,999)",473.277051023,598.6511132,15.0
Y24H5880509P01,Y24H5880509,1,Public Bus,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Self,Being Purchased,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",430.464674176,549.5586661,51.0
Y24H5880509P02,Y24H5880509,2,Public Bus,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Female,Spouse,Being Purchased,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",553.477106132,549.5586661,59.0
Y24H5880517P01,Y24H5880517,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Male,Self,Being Rented,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",610.565766766,784.1408483,30.0
Y24H5880522P02,Y24H5880522,2,Train,Public,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Male,Spouse,Being Purchased,Hobsons Bay (C),"$3,000-$3,499 ($156,000-$181,999)",313.606187857,395.7601749,54.0
Y24H5880523P01,Y24H5880523,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Self,Being Purchased,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",308.437782928,453.5379652,25.0
Y24H5880532P01,Y24H5880532,1,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",435.018904284,434.8772751,60.0
Y24H5880537P03,Y24H5880537,3,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Child,Being Purchased,Hobsons Bay (C),"$3,000-$3,499 ($156,000-$181,999)",242.878780268,453.5379652,55.0
Y24H5880540P03,Y24H5880540,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,10,2+ cars,Male,Child,Being Purchased,Hobsons Bay (C),"$1,500-$1,749 ($78,000-$90,999)",2014.993198393,1742.546605,18.0
Y24H5880541P02,Y24H5880541,2,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Female,Spouse,Being Purchased,Hobsons Bay (C),"$3,000-$3,499 ($156,000-$181,999)",478.01763323,454.456514,9.0
Y24H5890106P02,Y24H5890106,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Female,Spouse,Fully Owned,Mornington Peninsula (S),"$500-$649 ($26,000-$33,799)",453.784262573,536.3092164,31.0
Y24H5890106P03,Y24H5890106,3,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Female,Child,Fully Owned,Mornington Peninsula (S),"$500-$649 ($26,000-$33,799)",1117.148305651,536.3092164,15.0
Y24H5890118P01,Y24H5890118,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,3,2+ cars,Male,Self,Being Purchased,Mornington Peninsula (S),"$2,000-$2,999 ($104,000-$155,999)",492.782938318,500.3327588,5.0
Y24H5890133P01,Y24H5890133,1,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Fully Owned,Mornington Peninsula (S),"$3,000-$3,499 ($156,000-$181,999)",368.863099041,426.9301374,30.0
Y24H5890133P02,Y24H5890133,2,Train,Public,"$6,000-$7,999 ($312,000-$415,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Female,Spouse,Fully Owned,Mornington Peninsula (S),"$3,000-$3,499 ($156,000-$181,999)",394.33287064,426.9301374,99.0
Y24H5890133P03,Y24H5890133,3,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",15->19,Children,3,2+ cars,Male,Child,Fully Owned,Mornington Peninsula (S),"$300-$399 ($15,600-$20,799)",682.586433208,426.9301374,10.0
Y24H5890133P04,Y24H5890133,4,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Clerical and Administrative Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,3,2+ cars,Female,Child,Fully Owned,Mornington Peninsula (S),"$1-$149 ($1-$7,799)",392.398261097,426.9301374,15.0
Y24H5890201P01,Y24H5890201,1,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,1,1 car,Female,Self,Being Rented,Monash (C),"$1,000-$1,249 ($52,000-$64,999)",430.042219364,537.6347135,21.0
Y24H5890202P01,Y24H5890202,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Labourers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Male,Self,Being Rented,Monash (C),"$300-$399 ($15,600-$20,799)",1119.918577352,708.2759368,4.0
Y24H5890202P02,Y24H5890202,2,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Not in workforce,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,No,"Not Studying, Not Working",25->29,Young Adults,2,2+ cars,Female,Spouse,Being Rented,Monash (C),"$2,000-$2,999 ($104,000-$155,999)",880.822310701,708.2759368,4.0
Y24H5890204P03,Y24H5890204,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Rented,Monash (C),Nil income,816.358038113,761.3855355,5.0
Y24H5890217P01,Y24H5890217,1,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,5,2+ cars,Male,Self,Being Purchased,Monash (C),"$1,750-$1,999 ($91,000-$103,999)",388.743407193,755.8106383,25.0
Y24H5890217P03,Y24H5890217,3,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,5,2+ cars,Female,Child,Being Purchased,Monash (C),"$1,250-$1,499 ($65,000-$77,999)",591.398005162,755.8106383,51.0
Y24H5890223P02,Y24H5890223,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Other relative,Fully Owned,Monash (C),"$2,000-$2,999 ($104,000-$155,999)",1007.169105589,1236.69794,60.0
Y24H5890223P03,Y24H5890223,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Female,Child,Fully Owned,Monash (C),"$2,000-$2,999 ($104,000-$155,999)",967.677163321,1236.69794,25.0
Y24H5890224P01,Y24H5890224,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,4,2+ cars,Male,Self,Fully Owned,Monash (C),"$3,000-$3,499 ($156,000-$181,999)",933.571298577,1319.69676,20.0
Y24H5890224P02,Y24H5890224,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,4,2+ cars,Female,Spouse,Fully Owned,Monash (C),"$300-$399 ($15,600-$20,799)",974.229442599,1319.69676,45.0
Y24H5890224P03,Y24H5890224,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,4,2+ cars,Male,Child,Fully Owned,Monash (C),"$1,250-$1,499 ($65,000-$77,999)",1946.880875804,1319.69676,15.0
Y24H5890226P01,Y24H5890226,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Being Rented,Monash (C),"$2,000-$2,999 ($104,000-$155,999)",608.719134341,804.8219703,40.0
Y24H5890226P03,Y24H5890226,3,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Community and Personal Service Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Rented,Monash (C),"$1-$149 ($1-$7,799)",483.889020584,804.8219703,15.0
Y24H5890226P04,Y24H5890226,4,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Rented,Monash (C),Nil income,532.486607427,804.8219703,10.0
Y24H5890232P03,Y24H5890232,3,Taxi / Rideshare,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Male,Child,Being Purchased,Monash (C),"$1,500-$1,749 ($78,000-$90,999)",649.109528976,775.2128181,30.0
Y24H5890312P03,Y24H5890312,3,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,0,No car,Female,Child,Being Rented,Port Phillip (C),Nil income,880.09285939,1281.805485,5.0
Y24H5890312P04,Y24H5890312,4,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,0,No car,Male,Child,Being Rented,Port Phillip (C),Nil income,1077.339234746,1281.805485,5.0
Y24H5890322P02,Y24H5890322,2,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Being Rented,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",2073.10307016,1937.088337,45.0
Y24H5890327P01,Y24H5890327,1,Public Bus,Public,"$1,000-$1,249 ($52,000-$64,999)",Medium,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,1,1 car,Female,Self,Fully Owned,Port Phillip (C),"$1,000-$1,249 ($52,000-$64,999)",2110.952699608,1877.206975,30.0
